,id,organization_id,name,type,age,gender,size,city,state,url
0,70490327.0,TX2305,Davon,Dog,Adult,Male,Large, Woodburn, OR,https://www.petfinder.com/dog/davon-70490327/or/woodburn/throw-a-dog-a-bone-dog-rescue-tx2305/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
1,70490328.0,MO486,Mack,Dog,Adult,Female,Extra Large, St. Louis, MO,https://www.petfinder.com/dog/mack-70490328/mo/st-louis/wonder-weims-rescue-mo486/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
2,70490326.0,MI812,Lahni! DNA tested! ,Dog,Adult,Female,Large, Eastpointe, MI,https://www.petfinder.com/dog/lahni-dna-tested-70490326/mi/eastpointe/misfit-angels-dog-rescue-mi812/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
3,70490283.0,MS214,Jughead Jones,Dog,Baby,Male,Large, Baldwyn, MS,https://www.petfinder.com/dog/jughead-jones-70490283/ms/baldwyn/jericho-rescued-fur-babies-ms214/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
4,70490324.0,AZ57,Mona,Dog,Young,Female,Large, Albuquerque, NM,https://www.petfinder.com/dog/mona-70490324/nm/albuquerque/blackhat-humane-society-az57/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
5,70490322.0,WA02,Lilith,Cat,Young,Female,Medium, Waxhaw, NC,https://www.petfinder.com/cat/lilith-70490322/wa/pasco/pet-over-population-prevention-popp-wa02/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
6,70490321.0,NC516,Toby,Dog,Adult,Male,Large, Inglewood, CA,https://www.petfinder.com/dog/toby-70490321/nc/waxhaw/carolina-pet-adoption-and-welfare-society-paws-nc516/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
7,70490319.0,CA1750,Angelica Litter,Dog,Baby,Male,Small, Memphis, TN,https://www.petfinder.com/dog/angelica-litter-70490319/ca/inglewood/the-lovejoy-foundation-inc-dot-facility-clubhouse-ca1750/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
8,70490318.0,TN147,Dot,Cat,Young,Female,Medium, Citrus Heights, CA,https://www.petfinder.com/cat/dot-70490318/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
9,70490315.0,CA2373,Diamond,Dog,Young,Female,Small, Humble, TX,https://www.petfinder.com/dog/diamond-70490315/ca/citrus-heights/norcal-bully-breed-rescue-ca2373/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
10,70490316.0,TX2584,Ollie,Dog,Baby,Male,Large, Mansfield Center, CT,https://www.petfinder.com/dog/ollie-70490316/tx/humble/rescue-texas-tx2584/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
11,70490314.0,CT142,Marshall ,Dog,Young,Male,Large, Mesa, AZ,https://www.petfinder.com/dog/marshall-70490314/ct/mansfield-center/cats-northeast-inc-ct142/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
12,70490313.0,CA2686,Bobbi,Dog,Baby,Female,Large, Marietta, GA,https://www.petfinder.com/dog/bobbi-70490313/az/mesa/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
13,70490309.0,GA50,SHILOH,Dog,Adult,Male,Extra Large, Memphis, TN,https://www.petfinder.com/dog/shiloh-70490309/ga/marietta/friends-of-shelter-animals-for-cobb-county-ga50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
14,70490305.0,QC41,Lolo et Ludwig,Cat,Baby,Male,Medium, Oroville, WA,https://www.petfinder.com/cat/lolo-et-ludwig-70490305/qc/sainte-angele-de-monnoir/spca-monteregie-qc41/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
15,70490301.0,CA2686,Dolly,Dog,Baby,Female,Large, Memphis, TN,https://www.petfinder.com/dog/dolly-70490301/ca/rancho-cucamonga/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
16,70490300.0,TN147,Yoshi,Cat,Young,Male,Medium, Georgetown, TX,https://www.petfinder.com/cat/yoshi-70490300/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
17,70490295.0,WA02,Leia,Cat,Adult,Female,Medium, Georgetown, TX,https://www.petfinder.com/cat/leia-70490295/wa/pasco/pet-over-population-prevention-popp-wa02/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
18,70490293.0,WA727,Lucky,Dog,Young,Male,Large, Houston, TX,https://www.petfinder.com/dog/lucky-70490293/wa/oroville/fur-ever-yours-dog-rescue-wa727/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
19,70490287.0,TN147,Miss Kitty,Cat,Adult,Female,Medium, North York, ON,https://www.petfinder.com/cat/miss-kitty-70490287/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
20,70490284.0,TX993,Alani,Cat,Young,Female,Small, San Luis Obispo, CA,https://www.petfinder.com/cat/alani-70490284/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
21,70490280.0,CA2686,Patsy,Dog,Baby,Female,Large, Pass Christian, MS,https://www.petfinder.com/dog/patsy-70490280/ca/fontana/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
22,70490273.0,TX993,Andre,Cat,Young,Male,Small, Oak Creek, WI,https://www.petfinder.com/cat/andre-70490273/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
23,70488477.0,TX2467,Pepsi,Dog,Adult,Female,Large, Breese, IL,https://www.petfinder.com/dog/pepsi-70488477/tx/houston/waiting-under-the-willow-foundation-wuwf-rescue-tx2467/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
24,70490271.0,GA50,TULLY,Dog,Young,Male,Small, El Cajon, CA,https://www.petfinder.com/dog/tully-70490271/ga/marietta/friends-of-shelter-animals-for-cobb-county-ga50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
25,70490268.0,ON580,Rina,Dog,Adult,Female,Small, Stockton, CA,https://www.petfinder.com/dog/rina-70490268/on/north-york/house-of-poochie-on580/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
26,70490263.0,CA2686,Shania ,Dog,Baby,Female,Large, Kansas City, MO,https://www.petfinder.com/dog/shania-70490263/ca/san-luis-obispo/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
27,70490262.0,MS231,Amos,Dog,Adult,Male,Small, Fresno, CA,https://www.petfinder.com/dog/amos-70490262/ms/pass-christian/animal-a-dot-id-of-ms-ms231/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
28,70490254.0,CA2686,Shania,Dog,Baby,Female,Large, Owen Sound, ON,https://www.petfinder.com/dog/shania-70490254/ca/anaheim/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
29,70490250.0,TN147,Taylor & Swift,Cat,Adult,Female,Medium, Temple, TX,https://www.petfinder.com/cat/taylor-and-swift-70490250/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
30,70490248.0,KY519,Glitter in Wisconsin,Dog,Baby,Female,Large, Breese, IL,https://www.petfinder.com/dog/glitter-in-wisconsin-70490248/wi/oak-creek/little-hills-of-kentucky-animal-rescue-inc-ky519/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
31,70490180.0,IL559,Alayna,Cat,Baby,Female,Medium, Fairview Heights, IL,https://www.petfinder.com/cat/alayna-70490180/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
32,70490179.0,CA2903,Spacey ,Dog,Baby,Male,Medium, Temple, TX,https://www.petfinder.com/dog/spacey-70490179/ca/el-cajon/kanes-k9s-and-animal-rescue-ca2903/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
33,70490178.0,CA2599,Poppy,Dog,Baby,Female,Small, Erie, PA,https://www.petfinder.com/dog/poppy-70490178/ca/stockton/finding-a-best-friend-rescue-ca2599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
34,70490177.0,MO122,Tiara ,Dog,Adult,Female,Large, Auburn, WA,https://www.petfinder.com/dog/tiara-70490177/mo/kansas-city/missouri-pit-bull-rescue-mo122/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
35,70490174.0,CA2390,Glitter,Dog,Baby,Female,Small, Tulsa, OK,https://www.petfinder.com/dog/glitter-70490174/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
36,70490175.0,CA2390,Oswald,Dog,Adult,Male,Large, Baldwinsville, NY,https://www.petfinder.com/dog/oswald-70490175/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
37,70490173.0,ON648,Mac,Dog,Adult,Male,Small, Kansas City, MO,https://www.petfinder.com/dog/mac-70490173/on/owen-sound/second-chance-animal-sanctuary-and-rescue-on648/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
38,70490168.0,TX2579,Henry,Dog,Adult,Male,Large, Breese, IL,https://www.petfinder.com/dog/henry-70490168/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
39,70490167.0,IL559,Daffodil ,Cat,Adult,Female,Medium, Omaha, NE,https://www.petfinder.com/cat/daffodil-70490167/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
40,70490166.0,IL507,Rusty,Cat,Baby,Male,Small, Farmington, MN,https://www.petfinder.com/cat/rusty-70490166/il/fairview-heights/animal-rescue-of-southern-illinois-il507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
41,70490165.0,TX2579,Maude,Dog,Senior,Female,Large, O Fallon, IL,https://www.petfinder.com/dog/maude-70490165/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
42,70490161.0,PA1015,George,Cat,Young,Male,Medium, Hopkinton, MA,https://www.petfinder.com/cat/george-70490161/pa/erie/erie-animal-network-pa1015/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
43,70490158.0,TX2305,Miney,Dog,Baby,Female,Medium, Temple, TX,https://www.petfinder.com/dog/miney-70490158/wa/auburn/throw-a-dog-a-bone-dog-rescue-tx2305/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
44,70490157.0,OK401,Chester,Cat,Young,Male,Medium, Grants Pass, OR,https://www.petfinder.com/cat/chester-70490157/ok/tulsa/animal-aid-of-tulsa-inc-ok401/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
45,70490156.0,NY712,MO/Daisy Jane,Dog,Baby,Female,Medium, Hopkinton, MA,https://www.petfinder.com/dog/mo-daisy-jane-70490156/ny/baldwinsville/national-brittany-rescue-and-adoption-network-ny712/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
46,70490155.0,MO122,Elsa of Arendelle,Dog,Adult,Female,Large, Kansas City, MO,https://www.petfinder.com/dog/elsa-of-arendelle-70490155/mo/kansas-city/missouri-pit-bull-rescue-mo122/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
47,70490137.0,IL559,Eve,Cat,Adult,Female,Medium, Fairview Heights, IL,https://www.petfinder.com/cat/eve-70490137/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
48,70490134.0,NE152,Ash,Cat,Baby,Male,Medium, Temple, TX,https://www.petfinder.com/cat/ash-70490134/ne/omaha/nala-rescue-nebraskas-animal-loving-advocates-ne152/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
49,70486410.0,MN17,Kirby,Dog,Young,Male,Small, Athens, TN,https://www.petfinder.com/dog/kirby-70486410/mn/farmington/last-hope-inc-mn17/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
50,70490128.0,IL885,Bones,Dog,Young,Male,Large, Athens, TN,https://www.petfinder.com/dog/bones-70490128/il/o-fallon/once-upon-a-prayer-il885/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
51,70490127.0,MA515,Yuri & HomeLander,Cat,Baby,Female,Medium, Athens, TN,https://www.petfinder.com/cat/yuri-and-homelander-70490127/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
52,70490126.0,TX2579,Apollo,Dog,Adult,Male,Large, Athens, TN,https://www.petfinder.com/dog/apollo-70490126/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
53,70490124.0,OR138,Cupcake,Dog,Adult,Female,Large, Charlotte, NC,https://www.petfinder.com/dog/cupcake-70490124/or/grants-pass/josephine-county-animal-shelter-or138/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
54,70490123.0,MA515,Maxia & Lexia,Cat,Baby,Female,Medium, Montreal, QC,https://www.petfinder.com/cat/maxia-and-lexia-70490123/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
55,70490122.0,MO122,Dragonfruit ,Dog,Adult,Female,Medium, Montreal, QC,https://www.petfinder.com/dog/dragonfruit-70490122/mo/kansas-city/missouri-pit-bull-rescue-mo122/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
56,70490120.0,IL507,Joseph,Cat,Baby,Male,Small, Montreal, QC,https://www.petfinder.com/cat/joseph-70490120/il/fairview-heights/animal-rescue-of-southern-illinois-il507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
57,70490118.0,TX2579,Tucker,Dog,Adult,Male,Large, Montreal, QC,https://www.petfinder.com/dog/tucker-70490118/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
58,70490117.0,TN325,Skye,Dog,Adult,Female,Medium, Montreal, QC,https://www.petfinder.com/dog/skye-70490117/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
59,70490116.0,TN325,Venus,Cat,Young,Female,Medium, Montreal, QC,https://www.petfinder.com/cat/venus-70490116/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
60,70490115.0,TN325,Zaylee,Dog,Adult,Female,Medium, Montreal, QC,https://www.petfinder.com/dog/zaylee-70490115/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
61,70490114.0,TN325,Daffodil,Cat,Young,Female,Medium, Montreal, QC,https://www.petfinder.com/cat/daffodil-70490114/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
62,70490113.0,NC941,Maddie,Cat,Young,Female,Medium, San Francisco, CA,https://www.petfinder.com/cat/maddie-70490113/nc/charlotte/kitty-angels-rescue-nc941/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
63,70490112.0,QC06,Bear,Dog,Young,Male,Large, Mary Esther, FL,https://www.petfinder.com/dog/bear-70490112/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
64,70490108.0,QC06,Lyona,Cat,Young,Female,Medium, Lakeland, FL,https://www.petfinder.com/cat/lyona-70490108/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
65,70490109.0,QC06,Stuart,Dog,Baby,Male,Medium, Lakeland, FL,https://www.petfinder.com/dog/stuart-70490109/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
66,70490110.0,QC06,Rolo,Cat,Adult,Male,Medium, Lakeland, FL,https://www.petfinder.com/cat/rolo-70490110/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
67,70490111.0,QC06,Stella,Cat,Young,Female,Medium, Milpitas, CA,https://www.petfinder.com/cat/stella-70490111/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
68,70490107.0,QC06,Jumper,Dog,Adult,Male,Large, Milpitas, CA,https://www.petfinder.com/dog/jumper-70490107/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
69,70490104.0,QC06,Calvin,Dog,Young,Male,Large, Milpitas, CA,https://www.petfinder.com/dog/calvin-70490104/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
70,70490105.0,QC06,Evie,Cat,Young,Female,Medium, Milpitas, CA,https://www.petfinder.com/cat/evie-70490105/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
71,70490103.0,CA1061,Baylor,Cat,Young,Male,Small, Milpitas, CA,https://www.petfinder.com/cat/baylor-70490103/ca/san-francisco/give-me-shelter-cat-rescue-ca1061/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
72,70490102.0,FL599,Gus,Dog,Young,Male,Small, Milpitas, CA,https://www.petfinder.com/dog/gus-70490102/fl/mary-esther/save-underdogs-fl599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
73,70490099.0,FL221,Little Fella,Cat,Baby,Male,Small, Visalia, CA,https://www.petfinder.com/cat/little-fella-70490099/fl/lakeland/spca-florida-fl221/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
74,70490100.0,FL221,Muffin,Cat,Baby,Female,Small, Visalia, CA,https://www.petfinder.com/cat/muffin-70490100/fl/lakeland/spca-florida-fl221/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
75,70490098.0,FL221,Tempura,Cat,Adult,Female,Medium, Rancho Cucamonga, CA,https://www.petfinder.com/cat/tempura-70490098/fl/lakeland/spca-florida-fl221/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
76,70490092.0,CA912,Coulson,Cat,Young,Male,Small, Rancho Cucamonga, CA,https://www.petfinder.com/cat/coulson-70490092/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
77,70490093.0,CA912,Friendly,Cat,Adult,Male,Small, Rancho Cucamonga, CA,https://www.petfinder.com/cat/friendly-70490093/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
78,70490094.0,CA912,Drax,Cat,Young,Male,Small, Temple, TX,https://www.petfinder.com/cat/drax-70490094/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
