,id,organization_id,state,name,type,age,gender,size,url
0,70490327,TX2305,TX,Davon,Dog,Adult,Male,Large,https://www.petfinder.com/dog/davon-70490327/or/woodburn/throw-a-dog-a-bone-dog-rescue-tx2305/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
1,70490328,MO486,MO,Mack,Dog,Adult,Female,Extra Large,https://www.petfinder.com/dog/mack-70490328/mo/st-louis/wonder-weims-rescue-mo486/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
2,70490326,MI812,MI,Lahni! DNA tested! ,Dog,Adult,Female,Large,https://www.petfinder.com/dog/lahni-dna-tested-70490326/mi/eastpointe/misfit-angels-dog-rescue-mi812/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
3,70490283,MS214,MS,Jughead Jones,Dog,Baby,Male,Large,https://www.petfinder.com/dog/jughead-jones-70490283/ms/baldwyn/jericho-rescued-fur-babies-ms214/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
4,70490324,AZ57,AZ,Mona,Dog,Young,Female,Large,https://www.petfinder.com/dog/mona-70490324/nm/albuquerque/blackhat-humane-society-az57/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
5,70490322,WA02,WA,Lilith,Cat,Young,Female,Medium,https://www.petfinder.com/cat/lilith-70490322/wa/pasco/pet-over-population-prevention-popp-wa02/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
6,70490321,NC516,NC,Toby,Dog,Adult,Male,Large,https://www.petfinder.com/dog/toby-70490321/nc/waxhaw/carolina-pet-adoption-and-welfare-society-paws-nc516/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
7,70490319,CA1750,CA,Angelica Litter,Dog,Baby,Male,Small,https://www.petfinder.com/dog/angelica-litter-70490319/ca/inglewood/the-lovejoy-foundation-inc-dot-facility-clubhouse-ca1750/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
8,70490318,TN147,TN,Dot,Cat,Young,Female,Medium,https://www.petfinder.com/cat/dot-70490318/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
9,70490315,CA2373,CA,Diamond,Dog,Young,Female,Small,https://www.petfinder.com/dog/diamond-70490315/ca/citrus-heights/norcal-bully-breed-rescue-ca2373/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
10,70490316,TX2584,TX,Ollie,Dog,Baby,Male,Large,https://www.petfinder.com/dog/ollie-70490316/tx/humble/rescue-texas-tx2584/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
11,70490314,CT142,CT,Marshall ,Dog,Young,Male,Large,https://www.petfinder.com/dog/marshall-70490314/ct/mansfield-center/cats-northeast-inc-ct142/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
12,70490313,CA2686,CA,Bobbi,Dog,Baby,Female,Large,https://www.petfinder.com/dog/bobbi-70490313/az/mesa/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
13,70490309,GA50,GA,SHILOH,Dog,Adult,Male,Extra Large,https://www.petfinder.com/dog/shiloh-70490309/ga/marietta/friends-of-shelter-animals-for-cobb-county-ga50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
14,70490305,QC41,QC,Lolo et Ludwig,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/lolo-et-ludwig-70490305/qc/sainte-angele-de-monnoir/spca-monteregie-qc41/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
15,70490301,CA2686,CA,Dolly,Dog,Baby,Female,Large,https://www.petfinder.com/dog/dolly-70490301/ca/rancho-cucamonga/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
16,70490300,TN147,TN,Yoshi,Cat,Young,Male,Medium,https://www.petfinder.com/cat/yoshi-70490300/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
17,70490295,WA02,WA,Leia,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/leia-70490295/wa/pasco/pet-over-population-prevention-popp-wa02/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
18,70490293,WA727,WA,Lucky,Dog,Young,Male,Large,https://www.petfinder.com/dog/lucky-70490293/wa/oroville/fur-ever-yours-dog-rescue-wa727/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
19,70490287,TN147,TN,Miss Kitty,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/miss-kitty-70490287/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
20,70490284,TX993,TX,Alani,Cat,Young,Female,Small,https://www.petfinder.com/cat/alani-70490284/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
21,70490280,CA2686,CA,Patsy,Dog,Baby,Female,Large,https://www.petfinder.com/dog/patsy-70490280/ca/fontana/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
22,70490273,TX993,TX,Andre,Cat,Young,Male,Small,https://www.petfinder.com/cat/andre-70490273/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
23,70488477,TX2467,TX,Pepsi,Dog,Adult,Female,Large,https://www.petfinder.com/dog/pepsi-70488477/tx/houston/waiting-under-the-willow-foundation-wuwf-rescue-tx2467/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
24,70490271,GA50,GA,TULLY,Dog,Young,Male,Small,https://www.petfinder.com/dog/tully-70490271/ga/marietta/friends-of-shelter-animals-for-cobb-county-ga50/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
25,70490268,ON580,ON,Rina,Dog,Adult,Female,Small,https://www.petfinder.com/dog/rina-70490268/on/north-york/house-of-poochie-on580/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
26,70490263,CA2686,CA,Shania ,Dog,Baby,Female,Large,https://www.petfinder.com/dog/shania-70490263/ca/san-luis-obispo/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
27,70490262,MS231,MS,Amos,Dog,Adult,Male,Small,https://www.petfinder.com/dog/amos-70490262/ms/pass-christian/animal-a-dot-id-of-ms-ms231/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
28,70490254,CA2686,CA,Shania,Dog,Baby,Female,Large,https://www.petfinder.com/dog/shania-70490254/ca/anaheim/alljoy4paws-inc-ca2686/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
29,70490250,TN147,TN,Taylor & Swift,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/taylor-and-swift-70490250/tn/memphis/mewtopia-cat-rescue-tn147/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
30,70490248,KY519,KY,Glitter in Wisconsin,Dog,Baby,Female,Large,https://www.petfinder.com/dog/glitter-in-wisconsin-70490248/wi/oak-creek/little-hills-of-kentucky-animal-rescue-inc-ky519/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
31,70490180,IL559,IL,Alayna,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/alayna-70490180/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
32,70490179,CA2903,CA,Spacey ,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/spacey-70490179/ca/el-cajon/kanes-k9s-and-animal-rescue-ca2903/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
33,70490178,CA2599,CA,Poppy,Dog,Baby,Female,Small,https://www.petfinder.com/dog/poppy-70490178/ca/stockton/finding-a-best-friend-rescue-ca2599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
34,70490177,MO122,MO,Tiara ,Dog,Adult,Female,Large,https://www.petfinder.com/dog/tiara-70490177/mo/kansas-city/missouri-pit-bull-rescue-mo122/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
35,70490174,CA2390,CA,Glitter,Dog,Baby,Female,Small,https://www.petfinder.com/dog/glitter-70490174/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
36,70490175,CA2390,CA,Oswald,Dog,Adult,Male,Large,https://www.petfinder.com/dog/oswald-70490175/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
37,70490173,ON648,ON,Mac,Dog,Adult,Male,Small,https://www.petfinder.com/dog/mac-70490173/on/owen-sound/second-chance-animal-sanctuary-and-rescue-on648/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
38,70490168,TX2579,TX,Henry,Dog,Adult,Male,Large,https://www.petfinder.com/dog/henry-70490168/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
39,70490167,IL559,IL,Daffodil ,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/daffodil-70490167/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
40,70490166,IL507,IL,Rusty,Cat,Baby,Male,Small,https://www.petfinder.com/cat/rusty-70490166/il/fairview-heights/animal-rescue-of-southern-illinois-il507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
41,70490165,TX2579,TX,Maude,Dog,Senior,Female,Large,https://www.petfinder.com/dog/maude-70490165/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
42,70490161,PA1015,PA,George,Cat,Young,Male,Medium,https://www.petfinder.com/cat/george-70490161/pa/erie/erie-animal-network-pa1015/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
43,70490158,TX2305,TX,Miney,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/miney-70490158/wa/auburn/throw-a-dog-a-bone-dog-rescue-tx2305/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
44,70490157,OK401,OK,Chester,Cat,Young,Male,Medium,https://www.petfinder.com/cat/chester-70490157/ok/tulsa/animal-aid-of-tulsa-inc-ok401/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
45,70490156,NY712,NY,MO/Daisy Jane,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/mo-daisy-jane-70490156/ny/baldwinsville/national-brittany-rescue-and-adoption-network-ny712/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
46,70490155,MO122,MO,Elsa of Arendelle,Dog,Adult,Female,Large,https://www.petfinder.com/dog/elsa-of-arendelle-70490155/mo/kansas-city/missouri-pit-bull-rescue-mo122/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
47,70490137,IL559,IL,Eve,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/eve-70490137/il/breese/clinton-county-humane-society-il559/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
48,70490134,NE152,NE,Ash,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/ash-70490134/ne/omaha/nala-rescue-nebraskas-animal-loving-advocates-ne152/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
49,70486410,MN17,MN,Kirby,Dog,Young,Male,Small,https://www.petfinder.com/dog/kirby-70486410/mn/farmington/last-hope-inc-mn17/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
50,70490128,IL885,IL,Bones,Dog,Young,Male,Large,https://www.petfinder.com/dog/bones-70490128/il/o-fallon/once-upon-a-prayer-il885/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
51,70490127,MA515,MA,Yuri & HomeLander,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/yuri-and-homelander-70490127/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
52,70490126,TX2579,TX,Apollo,Dog,Adult,Male,Large,https://www.petfinder.com/dog/apollo-70490126/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
53,70490124,OR138,OR,Cupcake,Dog,Adult,Female,Large,https://www.petfinder.com/dog/cupcake-70490124/or/grants-pass/josephine-county-animal-shelter-or138/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
54,70490123,MA515,MA,Maxia & Lexia,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/maxia-and-lexia-70490123/ma/hopkinton/brown-dog-coalition-and-rescue-ltd-ma515/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
55,70490122,MO122,MO,Dragonfruit ,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/dragonfruit-70490122/mo/kansas-city/missouri-pit-bull-rescue-mo122/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
56,70490120,IL507,IL,Joseph,Cat,Baby,Male,Small,https://www.petfinder.com/cat/joseph-70490120/il/fairview-heights/animal-rescue-of-southern-illinois-il507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
57,70490118,TX2579,TX,Tucker,Dog,Adult,Male,Large,https://www.petfinder.com/dog/tucker-70490118/tx/temple/pearls-place-tx2579/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
58,70490117,TN325,TN,Skye,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/skye-70490117/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
59,70490116,TN325,TN,Venus,Cat,Young,Female,Medium,https://www.petfinder.com/cat/venus-70490116/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
60,70490115,TN325,TN,Zaylee,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/zaylee-70490115/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
61,70490114,TN325,TN,Daffodil,Cat,Young,Female,Medium,https://www.petfinder.com/cat/daffodil-70490114/tn/athens/mcminn-regional-humane-society-tn325/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
62,70490113,NC941,NC,Maddie,Cat,Young,Female,Medium,https://www.petfinder.com/cat/maddie-70490113/nc/charlotte/kitty-angels-rescue-nc941/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
63,70490112,QC06,QC,Bear,Dog,Young,Male,Large,https://www.petfinder.com/dog/bear-70490112/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
64,70490108,QC06,QC,Lyona,Cat,Young,Female,Medium,https://www.petfinder.com/cat/lyona-70490108/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
65,70490109,QC06,QC,Stuart,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/stuart-70490109/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
66,70490110,QC06,QC,Rolo,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/rolo-70490110/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
67,70490111,QC06,QC,Stella,Cat,Young,Female,Medium,https://www.petfinder.com/cat/stella-70490111/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
68,70490107,QC06,QC,Jumper,Dog,Adult,Male,Large,https://www.petfinder.com/dog/jumper-70490107/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
69,70490104,QC06,QC,Calvin,Dog,Young,Male,Large,https://www.petfinder.com/dog/calvin-70490104/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
70,70490105,QC06,QC,Evie,Cat,Young,Female,Medium,https://www.petfinder.com/cat/evie-70490105/qc/montreal/spca-montreal-qc06/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
71,70490103,CA1061,CA,Baylor,Cat,Young,Male,Small,https://www.petfinder.com/cat/baylor-70490103/ca/san-francisco/give-me-shelter-cat-rescue-ca1061/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
72,70490102,FL599,FL,Gus,Dog,Young,Male,Small,https://www.petfinder.com/dog/gus-70490102/fl/mary-esther/save-underdogs-fl599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
73,70490099,FL221,FL,Little Fella,Cat,Baby,Male,Small,https://www.petfinder.com/cat/little-fella-70490099/fl/lakeland/spca-florida-fl221/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
74,70490100,FL221,FL,Muffin,Cat,Baby,Female,Small,https://www.petfinder.com/cat/muffin-70490100/fl/lakeland/spca-florida-fl221/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
75,70490098,FL221,FL,Tempura,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/tempura-70490098/fl/lakeland/spca-florida-fl221/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
76,70490092,CA912,CA,Coulson,Cat,Young,Male,Small,https://www.petfinder.com/cat/coulson-70490092/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
77,70490093,CA912,CA,Friendly,Cat,Adult,Male,Small,https://www.petfinder.com/cat/friendly-70490093/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
78,70490094,CA912,CA,Drax,Cat,Young,Male,Small,https://www.petfinder.com/cat/drax-70490094/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
79,70490095,CA912,CA,Hugo,Cat,Baby,Male,Small,https://www.petfinder.com/cat/hugo-70490095/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
80,70490096,CA912,CA,Howard,Cat,Young,Male,Small,https://www.petfinder.com/cat/howard-70490096/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
81,70490097,CA912,CA,Starlord,Cat,Young,Male,Small,https://www.petfinder.com/cat/starlord-70490097/ca/milpitas/humane-society-silicon-valley-ca912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
82,70490087,CA2453,CA,Dorothy,Dog,Young,Female,Medium,https://www.petfinder.com/dog/dorothy-70490087/ca/visalia/visalia-animal-care-center-ca2453/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
