,id,organization_id,state,name,type,age,gender,size,url
753,70488990,CA387,CA,RALPHY,Dog,Senior,Male,Large,https://www.petfinder.com/dog/ralphy-70488990/ca/point-richmond/the-milo-foundation-ca387/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
754,70488991,CA387,CA,AVA,Cat,Young,Female,Small,https://www.petfinder.com/cat/ava-70488991/ca/point-richmond/the-milo-foundation-ca387/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
755,70488992,CA387,CA,COWBOY,Cat,Baby,Male,Small,https://www.petfinder.com/cat/cowboy-70488992/ca/point-richmond/the-milo-foundation-ca387/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
756,70488993,CA387,CA,GRACE,Dog,Young,Female,Medium,https://www.petfinder.com/dog/grace-70488993/ca/point-richmond/the-milo-foundation-ca387/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
757,70488985,CA387,CA,EZRA,Cat,Young,Male,Small,https://www.petfinder.com/cat/ezra-70488985/ca/point-richmond/the-milo-foundation-ca387/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
758,70488984,GA461,GA,Dafnee,Dog,Young,Female,Medium,https://www.petfinder.com/dog/dafnee-70488984/ga/barnesville/saving-georgia-dogs-rescue-ga461/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
759,70488979,CO441,CO,Aspen,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/aspen-70488979/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
760,70488980,CO441,CO,Roberta,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/roberta-70488980/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
761,70488981,CO441,CO,Broc,Dog,Young,Male,Medium,https://www.petfinder.com/dog/broc-70488981/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
762,70488982,CO441,CO,Jenny,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/jenny-70488982/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
763,70488972,CO441,CO,Wren,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/wren-70488972/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
764,70488973,CO441,CO,Lark,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/lark-70488973/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
765,70488975,CO441,CO,Cece,Dog,Young,Female,Medium,https://www.petfinder.com/dog/cece-70488975/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
766,70488977,CO441,CO,Crystal,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/crystal-70488977/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
767,70488978,CO441,CO,Quest,Dog,Baby,Male,Small,https://www.petfinder.com/dog/quest-70488978/co/windsor/big-bones-canine-rescue-co441/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
768,70488969,ON350,ON,Louis,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/louis-70488969/on/bancroft/home-again-on350/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
769,70488968,OH926,OH,ZACK,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/zack-70488968/oh/carroll/creature-comforts-oh926/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
770,70488967,MI935,MI,Devon,Dog,Adult,Male,Small,https://www.petfinder.com/dog/devon-70488967/mi/garden-city/p-dot-oe-dot-t-animal-rescue-mi935/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
771,70488966,FL1569,FL,THE MARVELOUS MISS MAYA,Dog,Young,Female,Medium,https://www.petfinder.com/dog/the-marvelous-miss-maya-70488966/tx/santa-fe/shar-pei-nation-rescue-inc-fl1569/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
772,70488964,FL761,FL,Whizzie,Dog,Adult,Male,Small,https://www.petfinder.com/dog/whizzie-70488964/fl/shady-hills/humane-society-of-pasco-county-inc-fl761/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
773,70488959,NM59,NM,Julien,Cat,Baby,Female,Small,https://www.petfinder.com/cat/julien-70488959/nm/albuquerque/animal-humane-new-mexico-nm59/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
774,70488961,NM59,NM,Keroppi,Cat,Young,Male,Medium,https://www.petfinder.com/cat/keroppi-70488961/nm/albuquerque/animal-humane-new-mexico-nm59/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
775,70488957,OR138,OR,Eva,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/eva-70488957/or/grants-pass/josephine-county-animal-shelter-or138/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
776,70488956,TX2730,TX,Tina (TX),Dog,Young,Female,Small,https://www.petfinder.com/dog/tina-tx-70488956/il/lombard/twilight-tails-tx2730/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
777,70488955,AZ110,AZ,Joey,Cat,Adult,Male,Small,https://www.petfinder.com/cat/joey-70488955/az/yuma/humane-society-of-yuma-az110/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
778,70488952,AZ110,AZ,Nickel,Dog,Adult,Male,Large,https://www.petfinder.com/dog/nickel-70488952/az/yuma/humane-society-of-yuma-az110/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
779,70488953,AZ110,AZ,L.B. (Little Bull),Dog,Senior,Male,Small,https://www.petfinder.com/dog/l-dot-b-little-bull-70488953/az/yuma/humane-society-of-yuma-az110/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
780,70488954,AZ110,AZ,Baby 2,Cat,Baby,Female,Small,https://www.petfinder.com/cat/baby-2-70488954/az/yuma/humane-society-of-yuma-az110/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
781,70488951,MD492,MD,Nacho & Jimmy,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/nacho-and-jimmy-70488951/md/mount-rainier/a-cats-life-rescue-md492/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
782,70488950,OR23,OR,ROZ,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/roz-70488950/or/prineville/the-humane-society-of-the-ochocos-or23/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
783,70479993,AZ89,AZ,KIT,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/kit-70479993/az/prescott/miss-kittys-cat-house-az89/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
784,70488949,CA1571,CA,Woody & Buzz,Cat,Young,Male,Medium,https://www.petfinder.com/cat/woody-and-buzz-70488949/ca/grass-valley/sammies-friends-animal-shelter-ca1571/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
785,70488947,ON676,ON,Carlin,Dog,Young,Male,Small,https://www.petfinder.com/dog/carlin-70488947/bc/port-coquitlam/adopt-korean-rescue-on676/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
786,70488946,AB142,AB,Mimi,Dog,Adult,Female,Small,https://www.petfinder.com/dog/mimi-70488946/ab/didsbury/ruff-start-rescue-society-ab142/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
787,70488945,PA1144,PA,Stewie,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/stewie-70488945/pa/chalfont/a-better-life-pa1144/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
788,70488943,NY1463,NY,Quentin,Dog,Adult,Male,Small,https://www.petfinder.com/dog/quentin-70488943/ny/brooklyn/hearts-and-bones-rescue-ny-ny1463/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
789,70488944,NY1463,NY,Ferdinand,Dog,Young,Male,Medium,https://www.petfinder.com/dog/ferdinand-70488944/ny/brooklyn/hearts-and-bones-rescue-ny-ny1463/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
790,70488928,VA29,VA,Dodecahedron,Cat,Young,Male,Small,https://www.petfinder.com/cat/dodecahedron-70488928/va/rocky-mount/franklin-co-humane-society-planned-pethood-clinic-and-adoption-center-va29/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
791,70488929,VA29,VA,Liam,Cat,Adult,Male,Large,https://www.petfinder.com/cat/liam-70488929/va/rocky-mount/franklin-co-humane-society-planned-pethood-clinic-and-adoption-center-va29/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
792,70488910,NY1398,NY,Bud,Dog,Baby,Male,Small,https://www.petfinder.com/dog/bud-70488910/ny/poughkeepsie/the-home-stretch-dog-haven-ny1398/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
793,70488918,FL185,FL,Briar,Dog,Adult,Male,Small,https://www.petfinder.com/dog/briar-70488918/fl/clearwater/humane-society-of-pinellas-fl185/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
794,70488916,AZ313,AZ,Munchkin,Cat,Baby,Female,Small,https://www.petfinder.com/cat/munchkin-70488916/az/tempe/lost-our-home-pet-foundation-az313/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
795,70488917,AZ313,AZ,Bee Gee,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/bee-gee-70488917/az/tempe/lost-our-home-pet-foundation-az313/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
796,70488913,AB74,AB,Fleur (sylk 23-86),Cat,Baby,Female,Medium,https://www.petfinder.com/cat/fleur-sylk-23-86-70488913/ab/red-deer/red-deer-and-district-spca-ab74/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
797,70488900,IN24,IN,ROSIE,Cat,Young,Female,Medium,https://www.petfinder.com/cat/rosie-70488900/in/fort-wayne/fort-wayne-animal-care-and-control-in24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
798,70488901,IN24,IN,MUFASA,Cat,Young,Male,Medium,https://www.petfinder.com/cat/mufasa-70488901/in/fort-wayne/fort-wayne-animal-care-and-control-in24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
799,70488903,IN24,IN,PATRICK,Cat,Young,Male,Medium,https://www.petfinder.com/cat/patrick-70488903/in/fort-wayne/fort-wayne-animal-care-and-control-in24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
800,70488904,IN24,IN,ROSIE NOELLE,Cat,Baby,Female,Small,https://www.petfinder.com/cat/rosie-noelle-70488904/in/fort-wayne/fort-wayne-animal-care-and-control-in24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
801,70488905,IN24,IN,SAPPHIRE,Cat,Young,Female,Medium,https://www.petfinder.com/cat/sapphire-70488905/in/fort-wayne/fort-wayne-animal-care-and-control-in24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
802,70488906,IN24,IN,LUNA,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/luna-70488906/in/fort-wayne/fort-wayne-animal-care-and-control-in24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
803,70488898,VT85,VT,Precious,Dog,Adult,Male,Small,https://www.petfinder.com/dog/precious-70488898/vt/williston/vermont-english-bulldog-rescue-vt85/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
804,70488896,LA368,LA,Rome Castiel,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/rome-castiel-70488896/la/new-orleans/take-paws-rescue-la368/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
805,70488894,NY1398,NY,Boy,Dog,Baby,Male,Small,https://www.petfinder.com/dog/boy-70488894/ny/poughkeepsie/the-home-stretch-dog-haven-ny1398/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
806,70488890,NM220,NM,ZERO,Dog,Young,Male,Small,https://www.petfinder.com/dog/zero-70488890/nm/albuquerque/bernalillo-county-animal-care-services-nm220/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
807,70488887,MI998,MI,Hollee,Cat,Young,Female,Medium,https://www.petfinder.com/cat/hollee-70488887/mi/walled-lake/for-the-love-of-cats-rescue-and-adoption-mi998/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
808,70488888,MI998,MI,Oliverr,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/oliverr-70488888/mi/walled-lake/for-the-love-of-cats-rescue-and-adoption-mi998/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
809,70488889,MI998,MI,Adabeau,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/adabeau-70488889/mi/walled-lake/for-the-love-of-cats-rescue-and-adoption-mi998/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
810,70488885,IN113,IN,ROCK,Cat,Baby,Male,Small,https://www.petfinder.com/cat/rock-70488885/in/indianapolis/indianapolis-animal-care-services-in113/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
811,70488886,IN113,IN,STONE,Cat,Baby,Male,Small,https://www.petfinder.com/cat/stone-70488886/in/indianapolis/indianapolis-animal-care-services-in113/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
812,70488873,NC500,NC,Oliver (Courtesy),Dog,Young,Male,Medium,https://www.petfinder.com/dog/oliver-courtesy-70488873/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
813,70488874,NC500,NC,Lunna,Dog,Young,Female,Medium,https://www.petfinder.com/dog/lunna-70488874/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
814,70488875,NC500,NC,Salsa,Dog,Young,Male,Medium,https://www.petfinder.com/dog/salsa-70488875/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
815,70488876,NC500,NC,Guac,Dog,Young,Male,Medium,https://www.petfinder.com/dog/guac-70488876/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
816,70488877,NC500,NC,Jimmy,Dog,Baby,Male,Small,https://www.petfinder.com/dog/jimmy-70488877/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
817,70488878,NC500,NC,Bloom,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/bloom-70488878/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
818,70488879,NC500,NC,Van Halen,Dog,Baby,Male,Small,https://www.petfinder.com/dog/van-halen-70488879/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
819,70488880,NC500,NC,Aquaria,Dog,Young,Female,Medium,https://www.petfinder.com/dog/aquaria-70488880/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
820,70488881,NC500,NC,Pine,Dog,Baby,Male,Small,https://www.petfinder.com/dog/pine-70488881/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
821,70488882,NC500,NC,Irish,Cat,Baby,Male,Small,https://www.petfinder.com/cat/irish-70488882/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
822,70488883,NC500,NC,Gill,Dog,Baby,Male,Small,https://www.petfinder.com/dog/gill-70488883/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
823,70488872,TX1528,TX,Tamlin,Dog,Young,Male,Large,https://www.petfinder.com/dog/tamlin-70488872/tx/pilot-point/miles-of-hope-tx1528/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
824,70488869,VA596,VA,BeeBee - At shelter,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/beebee-at-shelter-70488869/va/rustburg/friends-of-campbell-county-animal-control-foac-in-partnership-with-campbell-county-animal-control-and-care-va596/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
825,70488870,VA596,VA,Fire - At shelter,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/fire-at-shelter-70488870/va/rustburg/friends-of-campbell-county-animal-control-foac-in-partnership-with-campbell-county-animal-control-and-care-va596/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
826,70488868,VA596,VA,Fluff - At shelter,Cat,Senior,Female,Medium,https://www.petfinder.com/cat/fluff-at-shelter-70488868/va/rustburg/friends-of-campbell-county-animal-control-foac-in-partnership-with-campbell-county-animal-control-and-care-va596/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
827,70488862,MD423,MD,HARLEY,Dog,Adult,Female,Large,https://www.petfinder.com/dog/harley-70488862/md/derwood/montgomery-county-animal-services-and-adoption-ctr-md423/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
828,70488863,MD423,MD,PENGUIN,Cat,Young,Female,Small,https://www.petfinder.com/cat/penguin-70488863/md/derwood/montgomery-county-animal-services-and-adoption-ctr-md423/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
829,70488864,MD423,MD,LUCA,Dog,Senior,Male,Small,https://www.petfinder.com/dog/luca-70488864/md/derwood/montgomery-county-animal-services-and-adoption-ctr-md423/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
830,70488865,MD423,MD,MIA,Cat,Young,Female,Small,https://www.petfinder.com/cat/mia-70488865/md/derwood/montgomery-county-animal-services-and-adoption-ctr-md423/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
831,70488866,MD423,MD,MAYO,Dog,Young,Male,Large,https://www.petfinder.com/dog/mayo-70488866/md/derwood/montgomery-county-animal-services-and-adoption-ctr-md423/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
832,70488867,MD423,MD,AMBER,Dog,Senior,Female,Medium,https://www.petfinder.com/dog/amber-70488867/md/derwood/montgomery-county-animal-services-and-adoption-ctr-md423/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
833,70488861,FL655,FL,Max and Mia,Cat,Baby,Male,Small,https://www.petfinder.com/cat/max-and-mia-70488861/fl/melbourne/purrfect-friends-fl655/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
834,70488860,CA2912,CA,Oliver ,Dog,Baby,Male,Large,https://www.petfinder.com/dog/oliver-70488860/ca/littlerock/community-effort-animal-rescue-ca2912/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
